tanggal,isu,tonality,berita_jakarta,link/page
2019-08-16,Perayaan HUT RI Ke- 74 di Pantai Maju,NETRAL,Besok Pemprov DKI Gelar Upacara Peringatan HUT RI di Pantai Maju,https://www.beritajakarta.id/read/71257/besok-pemprov-dki-gelar-upacara-peringatan-hut-ri-di-pantai-maju#.XVoUNOMzaHs
2019-08-16,Perayaan HUT RI Ke- 74 di Pantai Maju,NETRAL,Optimalkan Teknologi Informasi ASN Peserta Upacara di Pantai Maju Diabsen Gunakan QR Code,https://www.beritajakarta.id/read/71280/optimalkan-teknologi-informasi-asn-peserta-upacara-di-pantai-maju-diabsen-gunakan-qr-code#.XVoUFOMzaHs
2019-08-16,Perayaan HUT RI Ke- 74 di Pantai Maju,NETRAL,Kawasan Pantai Maju Dipadati Peserta Upacara,https://www.beritajakarta.id/read/71278/kawasan-pantai-maju-dipadati-peserta-upacara#.XVoUG-MzaHs
2019-08-16,Perayaan HUT RI Ke- 74 di Pantai Maju,NETRAL,Ratusan ASN di Balai Kota Diantar 10 Bus Menuju Pantai Maju,https://www.beritajakarta.id/read/71279/ratusan-asn-di-balai-kota-diantar-10-bus-menuju-pantai-maju#.XVoUHuMzaHs
2019-08-16,Perayaan HUT RI Ke- 74 di Pantai Maju,NETRAL,Absensi ASN akan Diperiksa Saat Upacara HUT RI,https://www.beritajakarta.id/read/71261/absensi-asn-akan-diperiksa-saat-upacara-hut-ri#.XVoUK-MzaHs
2019-08-16,Perayaan HUT RI Ke- 74 di Pantai Maju,NETRAL,HUT ke-74 RI Pemprov DKI Siapkan 54 Paskibraka,https://www.beritajakarta.id/read/71191/hut-ke-74-ri-pemprov-dki-siapkan-54-paskibraka#.XVUUTeMzaHs
2019-08-16,Kebijakan Perluasan Ganjil Genap,NEGATIF,Perluasan Ganjil Genap Beri Dampak Positif Perbaikan Kualitas Udara,https://www.beritajakarta.id/read/71390/perluasan-ganjil-genap-beri-dampak-positif-perbaikan-kualitas-udara#.XVyypOMzaHs
2019-08-16,Kebijakan Perluasan Ganjil Genap,NEGATIF,Dishub Bakal Evaluasi Uji Coba Perluasan Ganjil Genap,https://www.beritajakarta.id/read/71350/dishub-bakal-evaluasi-uji-coba-perluasan-ganjil-genap#.XVtTguMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Upacara HUT RI ke-74 Anies Ajak Seluruh Komponen Tingkatkan Kualitas SDM dan Daya Saing di Jakarta,https://www.beritajakarta.id/read/71298/upacara-hut-ri-ke-74-anies-ajak-seluruh-komponen-tingkatkan-kualitas-sdm-dan-daya-saing-di-jakarta#.XVoT9uMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Berkah Upacara di Pantai Maju Bagi Penjual Dawet,https://www.beritajakarta.id/read/71296/berkah-upacara-di-pantai-maju-bagi-penjual-dawet#.XVoT-uMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Ingin Lihat Upacara di Pantai Maju Dono Rela Bersepeda Sejauh 29 Kilometer,https://www.beritajakarta.id/read/71281/ingin-lihat-upacara-di-pantai-maju-dono-rela-bersepeda-sejauh-29-kilometer#.XVoUD-MzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,221 Personel Satpol PP Bantu Pengamanan dan Kelancaran Lalin di Pantai Maj,https://www.beritajakarta.id/read/71269/221-personel-satpol-pp-bantu-pengamanan-dan-kelancaran-lalin-di-pantai-maju#.XVoUNeMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Dinas LH Kerahkan Delapan Bus Toilet ke Pantai Maju,https://www.beritajakarta.id/read/71267/dinas-lh-kerahkan-delapan-bus-toilet-ke-pantai-maju#.XVoUPOMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Dishub Terjunkan 160 Petugas di Kawasan Pantai Maju,https://www.beritajakarta.id/read/71272/dishub-terjunkan-160-petugas-di-kawasan-pantai-maju#.XVoUQuMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,75 Bus Transjakarta Jemput ASN DKI di 12 Titik Lokasi,https://www.beritajakarta.id/read/71277/75-bus-transjakarta-jemput-asn-dki-di-12-titik-lokasi#.XVoUEuMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,75 Bus Disiapkan untuk ASN ke Lokasi Upacara HUT RI,https://www.beritajakarta.id/read/71214/75-bus-disiapkan-untuk-asn-ke-lokasi-upacara-hut-ri#.XVoUiuMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Besok  Pemprov DKI Gelar Upacara Peringatan HUT RI di Pantai Maju,https://www.beritajakarta.id/read/71257/besok-pemprov-dki-gelar-upacara-peringatan-hut-ri-di-pantai-maju#.XVoUNOMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Optimalkan Teknologi Informasi ASN Peserta Upacara di Pantai Maju Diabsen Gunakan QR Code,https://www.beritajakarta.id/read/71280/optimalkan-teknologi-informasi-asn-peserta-upacara-di-pantai-maju-diabsen-gunakan-qr-code#.XVoUFOMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Kawasan Pantai Maju Dipadati Peserta Upacara,https://www.beritajakarta.id/read/71278/kawasan-pantai-maju-dipadati-peserta-upacara#.XVoUG-MzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Ratusan ASN di Balai Kota Diantar 10 Bus Menuju Pantai Maju,https://www.beritajakarta.id/read/71279/ratusan-asn-di-balai-kota-diantar-10-bus-menuju-pantai-maju#.XVoUHuMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,HUT ke-74 RI Pemprov DKI Siapkan 54 Paskibraka,https://www.beritajakarta.id/read/71191/hut-ke-74-ri-pemprov-dki-siapkan-54-paskibraka#.XVUUTeMzaHs
2019-08-19,HUT Ke-74 RI di Pantai Maju,NETRAL,Absensi ASN akan Diperiksa Saat Upacara HUT RI,https://www.beritajakarta.id/read/71261/absensi-asn-akan-diperiksa-saat-upacara-hut-ri#.XVoUK-MzaHs
2019-08-19,Bioskop XXI Terkena Imbas Revitalisasi Taman Ismail Marzuki,NETRAL,,
2019-08-19,Kurangi Polusi Pemprov DKI akan Bangun 200 Taman Maju Bersama,POSITIF,53 Taman Maju Bersama Ditarget Rampung Dibangun Akhir 2019,https://www.beritajakarta.id/read/71347/53-taman-maju-bersama-ditarget-rampung-dibangun-akhir-2019#.XVtSy-MzaHs
2019-08-19,Kurangi Polusi Pemprov DKI akan Bangun 200 Taman Maju Bersama,POSITIF,Satu Juta Tanaman Lidah Mertua Bakal Ditanam di Jaktim,https://www.beritajakarta.id/read/71349/satu-juta-tanaman-lidah-mertua-bakal-ditanam-di-jaktim#.XVtTjeMzaHs
2019-08-19,Kurangi Polusi Pemprov DKI akan Bangun 200 Taman Maju Bersama,POSITIF,Pemkot Jakpus Tanam Pohon Tabebuya,https://www.beritajakarta.id/read/71343/pemkot-jakpus-tanam-pohon-tabebuya#.XVtTAOMzaHs
2019-08-19,Kurangi Polusi Pemprov DKI akan Bangun 200 Taman Maju Bersama,POSITIF,Pemprov DKI Inisiasi Gerakan 200 Taman 2 Juta Tanaman untuk Udara Bersih,https://www.beritajakarta.id/read/71310/pemprov-dki-inisiasi-gerakan-200-taman-2-juta-tanaman-untuk-udara-bersih#.XVoTouMzaHs
2019-08-20,Kegiatan Job Matching SMK Expo 2019,POSITIF,Job Matching Disdik DKI Disambut Antusias Lulusan SMK,https://www.beritajakarta.id/read/71337/job-matching-disdik-dki-disambut-antusias-lulusan-smk#.XVpbVOMzaHs
2019-08-20,Kegiatan Job Matching SMK Expo 2019,POSITIF,Revitalisasi SMK dan Serap Angkatan Kerja Muda Anies Buka Job Matching dan SMK Expo 2019,https://www.beritajakarta.id/read/71328/revitalisasi-smk-dan-serap-angkatan-kerja-muda-anies-buka-job-matching-dan-smk-expo-2019#.XVpbp-MzaHs
2019-08-20,Sepeda Motor Penyumbang Polusi Tertinggi,NETRAL,Sudin LH Kepulauan Seribu Lakukan Pemantauan Kualitas Udara,
2019-08-20,Kelalaian Pemprov DKI Menerapakan Pergub Nomor 132 Tahun 2018 ,NEGATIF,,
2019-08-21,Pemprov DKI Makin Serius Gelar Formula E,NETRAL,,
2019-08-21,Menanti Pelaksanaan Putusan MA,NETRAL,,
2019-08-21,Pemprov DKI Tegaskan Kepengurusan P3SRS AMPR,POSITIF,,
2019-08-21,Kasus Obat Kedaluwarsa untuk Ibu Hamil Mediasi Tertutup hingga Puskesmas Bungkam,NEGATIF,,
2019-08-22,Penataan PKL Tanah Abang Pasca Putusan MK,NETRAL,,
2019-08-22,Sepekan Uji Coba Ganjil Genap,POSITIF,Sudinhub Jakbar Sosialisasikan Ganjil-Genap Sambil Bagi Hadiah di HBKB,https://www.beritajakarta.id/read/71506/sudinhub-jakbar-sosialisasikan-ganjil-genap-sambil-bagi-hadiah-di-hbkb#.XWXwEeMzaHs
2019-08-22,Sepekan Uji Coba Ganjil Genap,POSITIF,Ini Prioritas Dishub Terkait Transportasi dan Kualitas Udara,https://www.beritajakarta.id/read/71578/ini-prioritas-dishub-terkait-transportasi-dan-kualitas-udara#.XWXvYOMzaHs
2019-08-22,Peleburan Dinas Perindustrian dan Energi Dinilai Perlu Pengkajian Ulang,NETRAL,,
2019-08-23,Antisipasi Ancaman Kekeringan Ibukota,NETRAL,,
2019-08-23,Instalasi Gabion di Bundaran HI,NETRAL,,
2019-08-23,Perkembangan Pembangunan Jakarta Internasional Stadium,POSITIF,,
2019-08-26,Gerakan Samtama Solusi Sampah Ibu Kota,POSITIF,Pemprov DKI Gencarkan Program Samtama di Tingkat RW,https://www.beritajakarta.id/read/71559/pemprov-dki-gencarkan-program-samtama-di-tingkat-rw#.XWXvcOMzaHs
2019-08-26,Instalasi Gabion dan Isu Konservasi Terumbu Karang,NEGATIF,Gandeng Pakar Geologi Pemprov DKI Jakarta Tegaskan Instalasi Gabion Bukan Terumbu Karang,https://www.beritajakarta.id/read/71512/gandeng-pakar-geologi-pemprov-dki-jakarta-tegaskan-instalasi-gabion-bukan-terumbu-karang#.XWNd0eMzaHs
2019-08-26,Pagelaran Budaya dan Festival Kuliner Etnis,POSITIF,Yuk Rasakan Nikmatnya Kuliner Khas Nusantara di Monas,https://www.beritajakarta.id/read/71484/yuk-rasakan-nikmatnya-kuliner-khas-nusantara-di-monas#.XWNeIuMzaHs
2019-08-26,Pagelaran Budaya dan Festival Kuliner Etnis,POSITIF,Hadiri Forum Pembauran Kebangsaan Anies Ingin Jakarta Jadi Perekat Simpul Persatuan,https://www.beritajakarta.id/read/71488/hadiri-forum-pembauran-kebangsaan-anies-ingin-jakarta-jadi-perekat-simpul-persatuan#.XWNeH-MzaHs
2019-08-27,Klarifikasi Instalasi Batu Gabion,POSITIF,,
2019-08-27,Penataan PKL di Kawasan Hari Bebas Kendaraan Bermotor (HBKB),NETRAL,Area HBKB Sudirman-Thamrin Semakin Bersih dari Sampah,https://www.beritajakarta.id/read/71497/area-hbkb-sudirman-thamrin-semakin-bersih-dari-sampah#.XWXwHeMzaHs
2019-08-27,Anggota Baru dalam Pansus Pemilihan Wagub DKI,NETRAL,,
2019-08-28,Pembangunan DKI Jakarta Tanpa Status Ibukota,POSITIF,,
2019-08-28,Janji dan Harapan Bagi Anggota DPRD DKI Jakarta,NETRAL,106 Anggota DPRD DKI Periode 2019-2024 Resmi Dilantik,https://www.beritajakarta.id/read/71529/106-anggota-dprd-dki-periode-2019-2024-resmi-dilantik#.XWXv9OMzaHs
2019-08-28,Janji dan Harapan Bagi Anggota DPRD DKI Jakarta,NETRAL,Purwanto Anggota DPRD DKI Periode 2019-2024 Siap Bersinergi dengan Eksekutif,https://www.beritajakarta.id/read/71541/purwanto-anggota-dprd-dki-periode-2019-2024-siap-bersinergi-dengan-eksekutif#.XWXvs-MzaHs
2019-08-28,Janji dan Harapan Bagi Anggota DPRD DKI Jakarta,NETRAL,Anies Siap Kolaborasi Bersama Anggota DPRD DKI Jakarta Periode 2019-2024,https://www.beritajakarta.id/read/71531/anies-siap-kolaborasi-bersama-anggota-dprd-dki-jakarta-periode-2019-2024#.XWXv8uMzaHs
2019-08-28,Janji dan Harapan Bagi Anggota DPRD DKI Jakarta,NETRAL,Dua Anggota DPRD Ini Ingin Gabung Komisi E,https://www.beritajakarta.id/read/71535/dua-anggota-dprd-ini-ingin-gabung-komisi-e#.XWXv1OMzaHs
2019-08-28,Jakarta Art Week 2019,POSITIF,Jakarta Art Week 2019. Pemanfaatan Ruang Publik Sebagai Wadah Ekspresi Seni dan Budaya,https://www.beritajakarta.id/read/71548/jakarta-art-week-2019-pemanfaatan-ruang-publik-sebagai-wadah-ekspresi-seni-dan-budaya#.XWXvz-MzaHs
2019-08-28,Jakarta Art Week 2019,POSITIF,Bisa Tampilkan Karya di Ruang Publik Seniman Apresiasi Pemprov DKI,https://www.beritajakarta.id/read/71547/bisa-tampilkan-karya-di-ruang-publik-seniman-apresiasi-pemprov-dki#.XWXxKOMzaHt
2019-08-29,Gubernur DKI Jakarta Salurkan Kartu Penyandang Disabilitas,NETRAL,Bank DKI Telah Distribusikan 7.137 KPDJ,https://www.beritajakarta.id/read/71615/bank-dki-telah-distribusikan-7137kpdj#.XWc3EOMzaHs
2019-08-29,Gubernur DKI Jakarta Salurkan Kartu Penyandang Disabilitas,NETRAL,Ini Cara Peroleh Bantuan Keuangan KPDJ,https://www.beritajakarta.id/read/71622/ini-cara-peroleh-bantuan-keuangan-kpdj#.XWeND-MzaHs
2019-08-29,Gubernur DKI Jakarta Salurkan Kartu Penyandang Disabilitas,NETRAL,Suka Cita Penerima Bantuan Keuangan KPDJ,https://www.beritajakarta.id/read/71585/suka-cita-penerima-bantuan-keuangan-kpdj#.XWc3OOMzaHs
2019-08-29,Gubernur DKI Jakarta Salurkan Kartu Penyandang Disabilitas,NETRAL,Tingkatkan Kesejahteraan Warga Berkebutuhan Khusus Anies Luncurkan Kartu Penyandang Disabilitas Jakarta,https://www.beritajakarta.id/read/71588/tingkatkan-kesejahteraan-warga-berkebutuhan-khusus-anies-luncurkan-kartu-penyandang-disabilitas-jakarta#.XWc3PuMzaHs
2019-08-29,Rencana Anies Manfaatkan Gedung Pemerintahan Setelah Pemindahan Ibu Kota,NETRAL,,
2019-08-29,Penanganan Warga Pencari Suaka,NETRAL,,
2019-08-30,Selangkah Lagi Menentukan Wagub DKI Jakarta,NETRAL,,
2019-08-30,Alih Fungsi Gedung Pemerintah Menjadi RTH,NETRAL,,
2019-08-30,Peningkatan Pengguna Transjakarta Pasca Perluasan Ganjil Genap,POSITIF,,
2020-08-03,"Viral di Media Sosial, DKI Somasi Aktris Ike Muti",NETRAL,,
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Ingat! Ganjil Genap Mulai Berlaku 3 Agustus,https://www.beritajakarta.id/read/81716/ingat-ganjil-genap-mulai-berlaku-3-agustus#.Xypnr62B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Tahap Sosialisasi Ganjil Genap Diberlakukan Hingga 5 Agustus,https://www.beritajakarta.id/read/81746/tahap-sosialisasi-ganjil-genap-diberlakukan-hingga-5-agustus#.XypBTa2B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,40 Personel Sudinhub Jaktim Jaga Kawasan Ganjil Genap,https://www.beritajakarta.id/read/81752/40-personel-sudinhub-jaktim-jaga-kawasan-ganjil-genap#.XypBQq2B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,50 Personel Sudinhub Jakbar Sosialisasikan Ganjil Genap,https://www.beritajakarta.id/read/81758/50-personel-sudinhub-jakbar-sosialisasikan-ganjil-genap#.XypBLK2B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Sudinhub Jakpus Sosialisasikan Ganjil Genap di Sembilan Ruas Jalan,https://www.beritajakarta.id/read/81775/sudinhub-jakpus-sosialisasikan-ganjil-genap-di-sembilan-ruas-jalan#.XypBB62B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,DTKJ Dukung Diterapkan Kembali Aturan Ganjil Genap,https://www.beritajakarta.id/read/81761/dtkj-dukung-diterapkan-kembali-aturan-ganjil-genap#.XypAx62B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,"Jumlah Penumpang Angkutan Umum Naik 4,4 Persen",https://www.beritajakarta.id/read/81818/jumlah-penumpang-angkutan-umum-naik-44-persen#.XypAG62B3Uo
2020-08-03,Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Petugas Sosialisasikan Ganjil Genap di Sejumlah Ruas Jalan di Jaktim,https://www.beritajakarta.id/read/81822/petugas-sosialisasikan-ganjil-genap-di-sejumlah-ruas-jalan-di-jaktim#.XypADq2B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,Ingat! Ganjil Genap Mulai Berlaku 3 Agustus,https://www.beritajakarta.id/read/81716/ingat-ganjil-genap-mulai-berlaku-3-agustus#.Xypnr62B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,Tahap Sosialisasi Ganjil Genap Diberlakukan Hingga 5 Agustus,https://www.beritajakarta.id/read/81746/tahap-sosialisasi-ganjil-genap-diberlakukan-hingga-5-agustus#.XypBTa2B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,40 Personel Sudinhub Jaktim Jaga Kawasan Ganjil Genap,https://www.beritajakarta.id/read/81752/40-personel-sudinhub-jaktim-jaga-kawasan-ganjil-genap#.XypBQq2B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,50 Personel Sudinhub Jakbar Sosialisasikan Ganjil Genap,https://www.beritajakarta.id/read/81758/50-personel-sudinhub-jakbar-sosialisasikan-ganjil-genap#.XypBLK2B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,Sudinhub Jakpus Sosialisasikan Ganjil Genap di Sembilan Ruas Jalan,https://www.beritajakarta.id/read/81775/sudinhub-jakpus-sosialisasikan-ganjil-genap-di-sembilan-ruas-jalan#.XypBB62B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,DTKJ Dukung Diterapkan Kembali Aturan Ganjil Genap,https://www.beritajakarta.id/read/81761/dtkj-dukung-diterapkan-kembali-aturan-ganjil-genap#.XypAx62B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,"Jumlah Penumpang Angkutan Umum Naik 4,4 Persen",https://www.beritajakarta.id/read/81818/jumlah-penumpang-angkutan-umum-naik-44-persen#.XypAG62B3Uo
2020-08-04,Hari Pertama Pemberlakuan Kebijakan Ganjil Genap,POSITIF,Petugas Sosialisasikan Ganjil Genap di Sejumlah Ruas Jalan di Jaktim,https://www.beritajakarta.id/read/81822/petugas-sosialisasikan-ganjil-genap-di-sejumlah-ruas-jalan-di-jaktim#.XypADq2B3Uo
2020-08-05,Pemprov DKI Jakarta Diminta Gratiskan Internet untuk Pelajar Miskin,NETRAL,Legislator Minta Pemprov Fasilitasi Layanan Internet Bagi Siswa Kurang Mampu,https://www.beritajakarta.id/read/81757/legislator-minta-pemprov-fasilitasi-layanan-internet-bagi-siswa-kurang-mampu#.XypAwK2B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Ingat! Ganjil Genap Mulai Berlaku 3 Agustus,https://www.beritajakarta.id/read/81716/ingat-ganjil-genap-mulai-berlaku-3-agustus#.Xypnr62B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Tahap Sosialisasi Ganjil Genap Diberlakukan Hingga 5 Agustus,https://www.beritajakarta.id/read/81746/tahap-sosialisasi-ganjil-genap-diberlakukan-hingga-5-agustus#.XypBTa2B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,40 Personel Sudinhub Jaktim Jaga Kawasan Ganjil Genap,https://www.beritajakarta.id/read/81752/40-personel-sudinhub-jaktim-jaga-kawasan-ganjil-genap#.XypBQq2B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,50 Personel Sudinhub Jakbar Sosialisasikan Ganjil Genap,https://www.beritajakarta.id/read/81758/50-personel-sudinhub-jakbar-sosialisasikan-ganjil-genap#.XypBLK2B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Sudinhub Jakpus Sosialisasikan Ganjil Genap di Sembilan Ruas Jalan,https://www.beritajakarta.id/read/81775/sudinhub-jakpus-sosialisasikan-ganjil-genap-di-sembilan-ruas-jalan#.XypBB62B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,DTKJ Dukung Diterapkan Kembali Aturan Ganjil Genap,https://www.beritajakarta.id/read/81761/dtkj-dukung-diterapkan-kembali-aturan-ganjil-genap#.XypAx62B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,"Jumlah Penumpang Angkutan Umum Naik 4,4 Persen",https://www.beritajakarta.id/read/81818/jumlah-penumpang-angkutan-umum-naik-44-persen#.XypAG62B3Uo
2020-08-05,Hari Kedua Pemberlakuan Kebijakan Ganjil Genap,NETRAL,Petugas Sosialisasikan Ganjil Genap di Sejumlah Ruas Jalan di Jaktim,https://www.beritajakarta.id/read/81822/petugas-sosialisasikan-ganjil-genap-di-sejumlah-ruas-jalan-di-jaktim#.XypADq2B3Uo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,53 Warga Terjaring Operasi Kepatuhan Peraturan Daerah di Makasar,https://www.beritajakarta.id/read/81837/53-warga-terjaring-operasi-kepatuhan-peraturan-daerah-di-makasar#.XzKtjpMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Sekretariat Karang Taruna Pulau Untung Jawa Disemprot Cairan Disinfektan,https://www.beritajakarta.id/read/81856/sekretariat-karang-taruna-pulau-untung-jawa-disemprot-cairan-disinfektan#.XzKtc5MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,61 Warga Rawasari Ikuti Rapid dan Swab Test,https://www.beritajakarta.id/read/81864/61-warga-rawasari-ikuti-rapid-dan-swab-test#.XzKtbZMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,27 Pelanggar PSBB di Pondok Labu Ditindak,https://www.beritajakarta.id/read/81875/27-pelanggar-psbb-di-pondok-labu-ditindak#.XzKtVZMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,85 Pengurus Rumah Ibadah di Cilincing Ikuti Swab Test Massal,https://www.beritajakarta.id/read/81878/85-pengurus-rumah-ibadah-di-cilincing-ikuti-swab-test-massal#.XzKtT5MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,40 Warga Terjaring OK Prend di Cipinang Cempedak,https://www.beritajakarta.id/read/81879/40-warga-terjaring-ok-prend-di-cipinang-cempedak#.XzKtN5MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Kelurahan Rawa Bunga Distribusikan Wastafel Portabel,https://www.beritajakarta.id/read/81867/kelurahan-rawa-bunga-distribusikan-wastafel-portabel#.XzKtJpMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Disnakertrans dan Energi Umumkan 31 Kantor di Jakarta Tutup Sementara,https://www.beritajakarta.id/read/81877/disnakertrans-dan-energi-umumkan-31-kantor-di-jakarta-tutup-sementara#.XzKtIpMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,40 Warga Terjaring OK Prend di Terminal Kampung Melayu,https://www.beritajakarta.id/read/81891/40-warga-terjaring-ok-prend-di-terminal-kampung-melayu#.XzKtCJMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,ASN dan PJLP Kantor Kecamatan Kebon Jeruk Ikut Tes Swab,https://www.beritajakarta.id/read/81895/asn-dan-pjlp-kantor-kecamatan-kebon-jeruk-ikut-tes-swab#.XzKs_5MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,51 Pelanggar PSBB di Setiabudi Ditertibkan,https://www.beritajakarta.id/read/81900/51-pelanggar-psbb-di-setiabudi-ditertibkan#.XzKs-5MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Permukiman Warga di Kelurahan Munjul Disemprot Disinfektan,https://www.beritajakarta.id/read/81906/permukiman-warga-di-kelurahan-munjul-disemprot-disinfektan#.XzKs7pMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,45 Pelanggar PSBB di Pasar Minggu Ditindak,https://www.beritajakarta.id/read/81907/45-pelanggar-psbb-di-pasar-minggu-ditindak#.XzKs25MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,"Cegah Penyebaran COVID, Rusun Marunda Perketat Penerimaan Tamu",https://www.beritajakarta.id/read/81909/cegah-penyebaran-covid-rusun-marunda-perketat-penerimaan-tamu#.XzKskZMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Wagub Ariza Dorong Gugus Tugas Ambil Langkah Tegas Penanganan COVID-19,https://www.beritajakarta.id/read/81917/wagub-ariza-dorong-gugus-tugas-ambil-langkah-tegas-penanganan-covid-19#.XzKsg5MzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Kelurahan Tomang Terus Gencarkan Penyemprotan Disinfektan,https://www.beritajakarta.id/read/81904/kelurahan-tomang-terus-gencarkan-penyemprotan-disinfektan#.XzKsfJMzbUo
2020-08-06,Pemprov DKI Jakarta Susun Peraturan Denda Progresif bagi Pelanggar PSBB,NETRAL,Operasi Tertib Masker Diperluas Hingga Permukiman Warga,https://www.beritajakarta.id/read/81913/operasi-tertib-masker-diperluas-hingga-permukiman-warga#.XzKsbpMzbUo
